date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:43:44	826/826	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Mar%202023%2013:32:44%20GMT	https://winsfolio.net/html/foodio/assets/img/down-arrow-clr.svg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/down-arrow-clr.svg	(from https://winsfolio.net/html/foodio/assets/css/style.css)
18:43:45	98040/98040	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:00%20GMT	https://winsfolio.net/html/foodio/assets/img/background.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/background.png	(from https://winsfolio.net/html/foodio/login.html)
18:43:45	70414/70414	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:34%20GMT	https://winsfolio.net/html/foodio/assets/img/title-area-img-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/title-area-img-1.jpg	(from https://winsfolio.net/html/foodio/login.html)
18:43:45	73137/73137	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:36%20GMT	https://winsfolio.net/html/foodio/assets/img/title-area-img-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/title-area-img-2.jpg	(from https://winsfolio.net/html/foodio/login.html)
18:43:46	50530/50530	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:30%20GMT	https://winsfolio.net/html/foodio/assets/img/pata.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/pata.png	(from https://winsfolio.net/html/foodio/login.html)
18:43:46	4007/4007	---M-Z	200	added ('OK')	text/css	date:Tue,%2007%20Mar%202023%2010:41:24%20GMT	https://winsfolio.net/html/foodio/assets/css/nice-select.css	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/css/nice-select.css	(from https://winsfolio.net/html/foodio/cart-checkout.html)
18:43:46	3023/3023	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Mar%202023%2013:34:56%20GMT	https://winsfolio.net/html/foodio/assets/js/jquery.nice-select.min.js	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/js/jquery.nice-select.min.js	(from https://winsfolio.net/html/foodio/cart-checkout.html)
18:43:46	155638/155638	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:52%20GMT	https://winsfolio.net/html/foodio/assets/img/featured-arae-two.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/featured-arae-two.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:47	110057/110057	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:48%20GMT	https://winsfolio.net/html/foodio/assets/img/featured-arae-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/featured-arae-2.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:47	111828/111828	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:48%20GMT	https://winsfolio.net/html/foodio/assets/img/featured-arae-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/featured-arae-1.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:48	60815/60815	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:50%20GMT	https://winsfolio.net/html/foodio/assets/img/featured-arae-3.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/featured-arae-3.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:48	52238/52238	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:50%20GMT	https://winsfolio.net/html/foodio/assets/img/featured-arae-4.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/featured-arae-4.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:48	7145/7145	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:26%20GMT	https://winsfolio.net/html/foodio/assets/img/circle-text.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/circle-text.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:48	18161/18161	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:24%20GMT	https://winsfolio.net/html/foodio/assets/img/circle-text-img.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/circle-text-img.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:49	123529/123529	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:04%20GMT	https://winsfolio.net/html/foodio/assets/img/food.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/food.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:49	1325/1325	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:22%20GMT	https://winsfolio.net/html/foodio/assets/img/check.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/check.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:49	6595/6595	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:28%20GMT	https://winsfolio.net/html/foodio/assets/img/sponsor-1.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/sponsor-1.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:50	4547/4547	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:30%20GMT	https://winsfolio.net/html/foodio/assets/img/sponsor-2.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/sponsor-2.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:50	6355/6355	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:30%20GMT	https://winsfolio.net/html/foodio/assets/img/sponsor-3.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/sponsor-3.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:50	7567/7567	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:32%20GMT	https://winsfolio.net/html/foodio/assets/img/sponsor-4.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/sponsor-4.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:50	6103/6103	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:32%20GMT	https://winsfolio.net/html/foodio/assets/img/sponsor-5.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/sponsor-5.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:51	6897/6897	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:32%20GMT	https://winsfolio.net/html/foodio/assets/img/sponsor-6.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/sponsor-6.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:51	41194/41194	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:46%20GMT	https://winsfolio.net/html/foodio/assets/img/private-dining-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/private-dining-1.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:52	122121/122121	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:36%20GMT	https://winsfolio.net/html/foodio/assets/img/deal-week.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/deal-week.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:52	38934/38934	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:48%20GMT	https://winsfolio.net/html/foodio/assets/img/private-dining-3.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/private-dining-3.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:52	44134/44134	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:46%20GMT	https://winsfolio.net/html/foodio/assets/img/private-dining-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/private-dining-2.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:52	45559/45559	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:48%20GMT	https://winsfolio.net/html/foodio/assets/img/private-dining-4.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/private-dining-4.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:52	33409/33409	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:42%20GMT	https://winsfolio.net/html/foodio/assets/img/watch-video-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/watch-video-1.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:53	41865/41865	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:42%20GMT	https://winsfolio.net/html/foodio/assets/img/watch-video-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/watch-video-2.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:53	60447/60447	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:44%20GMT	https://winsfolio.net/html/foodio/assets/img/watch-video-3.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/watch-video-3.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:53	4435/4435	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:31:58%20GMT	https://winsfolio.net/html/foodio/assets/img/arrow.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/arrow.png	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:54	43577/43577	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:02%20GMT	https://winsfolio.net/html/foodio/assets/img/recent-news-4.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/recent-news-4.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:54	226982/226982	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:02%20GMT	https://winsfolio.net/html/foodio/assets/img/recent-news-3.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/recent-news-3.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:55	49977/49977	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:04%20GMT	https://winsfolio.net/html/foodio/assets/img/recent-news-5.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/recent-news-5.jpg	(from https://winsfolio.net/html/foodio/index-2.html)
18:43:55	4277/4277	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:20%20GMT	https://winsfolio.net/html/foodio/assets/img/logo-white-color.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/logo-white-color.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:55	27426/27426	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:30%20GMT	https://winsfolio.net/html/foodio/assets/img/patron-black.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/patron-black.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:56	154858/154858	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:00%20GMT	https://winsfolio.net/html/foodio/assets/img/bagar-img.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/bagar-img.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:57	814165/814165	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:24%20GMT	https://winsfolio.net/html/foodio/assets/img/slide2_2-img.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/slide2_2-img.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:57	554140/554140	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:24%20GMT	https://winsfolio.net/html/foodio/assets/img/slide2_3-img.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/slide2_3-img.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:57	702327/702327	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:30%20GMT	https://winsfolio.net/html/foodio/assets/img/slide2_4-img.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/slide2_4-img.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:58	105086/105086	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:31:56%20GMT	https://winsfolio.net/html/foodio/assets/img/about-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/about-2.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:58	62594/62594	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:31:56%20GMT	https://winsfolio.net/html/foodio/assets/img/about-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/about-1.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:58	25030/25030	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:18%20GMT	https://winsfolio.net/html/foodio/assets/img/category-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/category-1.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:59	39194/39194	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:20%20GMT	https://winsfolio.net/html/foodio/assets/img/category-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/category-2.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:59	36202/36202	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:20%20GMT	https://winsfolio.net/html/foodio/assets/img/category-3.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/category-3.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:59	41035/41035	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:22%20GMT	https://winsfolio.net/html/foodio/assets/img/category-4.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/category-4.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:43:59	4474/4474	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:31:58%20GMT	https://winsfolio.net/html/foodio/assets/img/arrow-2.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/arrow-2.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:00	34952/34952	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:46%20GMT	https://winsfolio.net/html/foodio/assets/img/easy-orded.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/easy-orded.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:00	22266/22266	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:56%20GMT	https://winsfolio.net/html/foodio/assets/img/food-img-1.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/food-img-1.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:01	18914/18914	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:58%20GMT	https://winsfolio.net/html/foodio/assets/img/food-img-2.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/food-img-2.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:01	22752/22752	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:00%20GMT	https://winsfolio.net/html/foodio/assets/img/food-img-3.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/food-img-3.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:02	24240/24240	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:00%20GMT	https://winsfolio.net/html/foodio/assets/img/food-img-4.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/food-img-4.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:02	18211/18211	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:02%20GMT	https://winsfolio.net/html/foodio/assets/img/food-img-5.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/food-img-5.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:02	24001/24001	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:02%20GMT	https://winsfolio.net/html/foodio/assets/img/food-img-6.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/food-img-6.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:03	22061/22061	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:02%20GMT	https://winsfolio.net/html/foodio/assets/img/food-img-7.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/food-img-7.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:03	124624/124624	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:28%20GMT	https://winsfolio.net/html/foodio/assets/img/solutions.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/solutions.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:03	76038/76038	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:50%20GMT	https://winsfolio.net/html/foodio/assets/img/private-table-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/private-table-1.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:03	94805/94805	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:50%20GMT	https://winsfolio.net/html/foodio/assets/img/private-table-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/private-table-2.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:04	63299/63299	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:30%20GMT	https://winsfolio.net/html/foodio/assets/img/coof-img-1.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/coof-img-1.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:04	55345/55345	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:32%20GMT	https://winsfolio.net/html/foodio/assets/img/coof-img-2.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/coof-img-2.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:04	75686/75686	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:32%20GMT	https://winsfolio.net/html/foodio/assets/img/coof-img-3.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/coof-img-3.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:04	69525/69525	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:34%20GMT	https://winsfolio.net/html/foodio/assets/img/coof-img-4.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/coof-img-4.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:05	57283/57283	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:44%20GMT	https://winsfolio.net/html/foodio/assets/img/weekly-special-1.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/weekly-special-1.png	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:05	66900/66900	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:32%20GMT	https://winsfolio.net/html/foodio/assets/img/photo-gallery-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/photo-gallery-1.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:06	111658/111658	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:36%20GMT	https://winsfolio.net/html/foodio/assets/img/photo-gallery-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/photo-gallery-2.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:06	88717/88717	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:36%20GMT	https://winsfolio.net/html/foodio/assets/img/photo-gallery-3.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/photo-gallery-3.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:06	95476/95476	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:40%20GMT	https://winsfolio.net/html/foodio/assets/img/photo-gallery-4.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/photo-gallery-4.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:06	105964/105964	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:40%20GMT	https://winsfolio.net/html/foodio/assets/img/photo-gallery-5.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/photo-gallery-5.jpg	(from https://winsfolio.net/html/foodio/index-3.html)
18:44:07	33580/33580	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:16%20GMT	https://winsfolio.net/html/foodio/assets/img/history-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/history-1.jpg	(from https://winsfolio.net/html/foodio/about.html)
18:44:07	36060/36060	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:16%20GMT	https://winsfolio.net/html/foodio/assets/img/history-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/history-2.jpg	(from https://winsfolio.net/html/foodio/about.html)
18:44:07	28279/28279	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:18%20GMT	https://winsfolio.net/html/foodio/assets/img/history-3.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/history-3.jpg	(from https://winsfolio.net/html/foodio/about.html)
18:44:08	22334/22334	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:18%20GMT	https://winsfolio.net/html/foodio/assets/img/history-4.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/history-4.jpg	(from https://winsfolio.net/html/foodio/about.html)
18:44:08	144816/144816	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:40%20GMT	https://winsfolio.net/html/foodio/assets/img/discover-4.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/discover-4.png	(from https://winsfolio.net/html/foodio/menu-1.html)
18:44:09	96584/96584	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:42%20GMT	https://winsfolio.net/html/foodio/assets/img/discover-5.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/discover-5.png	(from https://winsfolio.net/html/foodio/menu-1.html)
18:44:09	77878/77878	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:54%20GMT	https://winsfolio.net/html/foodio/assets/img/product-detail-1.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/product-detail-1.png	(from https://winsfolio.net/html/foodio/product-details.html)
18:44:10	75217/75217	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:52%20GMT	https://winsfolio.net/html/foodio/assets/img/product-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/product-2.jpg	(from https://winsfolio.net/html/foodio/product-details.html)
18:44:10	74777/74777	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:52%20GMT	https://winsfolio.net/html/foodio/assets/img/product-3.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/product-3.jpg	(from https://winsfolio.net/html/foodio/product-details.html)
18:44:11	122868/122868	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:06%20GMT	https://winsfolio.net/html/foodio/assets/img/benefit.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/benefit.png	(from https://winsfolio.net/html/foodio/product-details.html)
18:44:11	15705/15705	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:20%20GMT	https://winsfolio.net/html/foodio/assets/img/review.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/review.jpg	(from https://winsfolio.net/html/foodio/product-details.html)
18:44:11	115437/115437	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:54%20GMT	https://winsfolio.net/html/foodio/assets/img/product-4.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/product-4.jpg	(from https://winsfolio.net/html/foodio/product-details.html)
18:44:11	7080/7080	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:50%20GMT	https://winsfolio.net/html/foodio/assets/img/product-1.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/product-1.png	(from https://winsfolio.net/html/foodio/shop-cart.html)
